,,,,,,,,,,,,,,,,,
,OpEx Extract for Arria,,,,,,,,,,,,,,,,
,OpEx Account Movements,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Overview,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,FinancialYear,Period,System,GL Account,GL Account Description,OpEx Category,EMS Level 1,EMS Level 2,EMS Level 3,EMS Level 4,Company,Cost Centre Description,Profit Centre Description,Currency,Movement,Back Dated Journals,Back Dated Journal Lines Debit Value
,2013,1,ZE1,71010020,Basic Salaries 20,Admin expenses,Revenue and Expenses,Payroll,Administrative expenses - staff costs,Administrative expenses - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,-150066.73,754,353.71
,2013,1,ZE1,71035030,Annual Bonus 30,Admin expenses,Revenue and Expenses,Payroll,Administrative expenses - staff costs,Administrative expenses - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,788555.86,136,788555.86
,2013,1,ZE1,72540000,Tax Compliance Fees Deloitte & Touche,Distribution expenses,Revenue and Expenses,Operating expenses,Administrative expenses,Administrative expenses (exc staff costs),ClientCo letmo B.V.,NULL,NULL,EUR,37000,1,37000
,2013,1,ZE1,73011000,Company Vehicles - Insurance,Distribution expenses,Revenue and Expenses,Payroll,Administrative expenses - staff costs,Administrative expenses - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,100333,3,205833
,2013,1,ZE1,73020020,Company Fuel And Mileage Allowance 20,Distribution expenses,Revenue and Expenses,Payroll,Administrative expenses - staff costs,Administrative expenses - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,134392.09,0,0
,2013,1,ZE1,73550000,Building Cleaning,Distribution expenses,Revenue and Expenses,Operating expenses,Distribution costs,Distribution costs (exc staff costs),ClientCo letmo B.V.,NULL,NULL,EUR,195178.68,12,164589.02
,2013,1,ZE1,74150000,Media Investment Costs - Posters & Hoardings,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,381900.89,9,424256.4
,2013,1,ZE1,75010050,Leased Lines - Access 50,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,-99423.52,1,0
,2013,1,ZE1,75020000,Leased Lines - Core,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,283961.16,23,8335400.39
,2013,1,ZE1,75511000,Servers Housing,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,889759.88,7,626985.88
,2013,1,ZE1,75670020,Other Maintenance - Base Station & Switch Cent 20,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,2811.64,0,0
,2013,1,ZE1,75680000,Other Maintenance - Network / IT,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,206479.37,26,116967.37
,2013,1,ZE1,75710010,Network - Electricity And Other Power 10,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,55927,1,55927
,2013,1,ZE1,76045020,Other Outsourced - In Country 20,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,222821.24,11,515933.5
,2013,1,ZE1,71010010,Basic Salaries - Sick Leave,Admin expenses,Revenue and Expenses,Payroll,Administrative expenses - staff costs,Administrative expenses - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,-432645.07,657,0
,2013,1,ZE1,71510100,Payroll - Social Security Taxes 100,Admin expenses,Revenue and Expenses,Operating expenses,Administrative expenses,Administrative expenses (exc staff costs),ClientCo letmo B.V.,NULL,NULL,EUR,1116623.2,652,1116623.2
,2013,1,ZE1,71530080,Pension Cost - Defined Contribution Scheme 80,Admin expenses,Revenue and Expenses,Operating expenses,Administrative expenses,Administrative expenses (exc staff costs),ClientCo letmo B.V.,NULL,NULL,EUR,245681.75,136,245681.75
,2013,1,ZE1,73010900,Company Vehicles - Recharges,Distribution expenses,Revenue and Expenses,Payroll,Administrative expenses - staff costs,Administrative expenses - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,-232472.23,190,530.49
,2013,1,ZE1,73020010,Company Fuel And Mileage Allowance 10,Distribution expenses,Revenue and Expenses,Payroll,Administrative expenses - staff costs,Administrative expenses - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,14405.41,0,0
,2013,1,ZE1,73515000,Store Rental Costs,Distribution expenses,Revenue and Expenses,Operating expenses,Distribution costs,Distribution costs (exc staff costs),ClientCo letmo B.V.,NULL,NULL,EUR,-14868.1,3,0
,2013,1,ZE1,73525000,Rental Income (Net Basis),Distribution expenses,Revenue and Expenses,Operating expenses,Distribution costs,Distribution costs (exc staff costs),ClientCo letmo B.V.,NULL,NULL,EUR,-264410,0,0
,2013,1,ZE1,73555000,Building Security,Distribution expenses,Revenue and Expenses,Operating expenses,Distribution costs,Distribution costs (exc staff costs),ClientCo letmo B.V.,NULL,NULL,EUR,217282.86,35,243531.7
,2013,1,ZE1,73570000,Rental Of Office Equipment,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,106250,1,106250
,2013,1,ZE1,73575000,Other Office Accommodation Costs,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,141722.47,7,136108.84
,2013,1,ZE1,74110000,Media Investment Costs - TV / Cinema,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,7466350.67,6,8823850.65
,2013,1,ZE1,74120000,Media Investment Costs - Radio,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,136726.73,8,230909.09
,2013,1,ZE1,75010010,Leased Lines - Access 10,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,863712.38,13,1795446
,2013,1,ZE1,75510050,Site Rentals 50,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,265856.26,4,64114.94
,2013,1,ZE1,76045060,Other Outsourced - In Country 60,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,698091.5,4,698113.96
,2013,1,ZE1,76510240,Intercompany Recharges - Overheads,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,-37805.81,3,47194.19
,2013,1,ZE1,77530910,Staff Training Recharges 10,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,-36841.62,0,0
,2013,1,ZE1,78065000,Telephone / Fax Communication,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,22558.98,0,0
,2013,1,ZE1,78065030,Telephone / Fax Communication 30,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,2699.48,0,0
,2013,1,ZE1,78070000,Sundry Office Consumables,Distribution expenses,Revenue and Expenses,Payroll,Distribution costs - staff costs,Distribution costs - staff costs,ClientCo letmo B.V.,NULL,NULL,EUR,13297.28,0,0
